uva_id,nome,tipo,ano_colheita,pais_origem_id,vinho_id,rotulo,ano_producao,uva_id,pais_producao_id
68,Muscat Hamburg,branco,1964,0,164,stale-lambrusco,1964,60,3
68,Muscat Hamburg,branco,1964,0,204,rapid-grappa,1964,60,1
68,Muscat Hamburg,branco,1964,0,231,staccato-zinfandel,1964,20,3
68,Muscat Hamburg,branco,1964,0,255,humble-merlot,1964,60,2
68,Muscat Hamburg,branco,1964,0,307,brown-champagne,1964,60,1
68,Muscat Hamburg,branco,1964,0,319,medium-madeira,1964,60,2
68,Muscat Hamburg,branco,1964,0,335,figurative-amarone,1964,60,1
68,Muscat Hamburg,branco,1964,0,337,trusting-chardonnay,1964,20,2
68,Muscat Hamburg,branco,1964,0,400,vain-pinot,1964,20,1
68,Muscat Hamburg,branco,1964,0,481,timid-moscato,1964,60,2
68,Muscat Hamburg,branco,1964,0,484,vivid-madeira,1964,20,3
68,Muscat Hamburg,branco,1964,0,487,oriented-arneis,1964,60,3
68,Muscat Hamburg,branco,1964,0,489,mild-chinon,1964,20,0
71,Ruby Seedless,tinto,2014,0,12,parallel-chardonnay,2014,8,0
71,Ruby Seedless,tinto,2014,0,95,absolute-sauvignon,2014,8,1
71,Ruby Seedless,tinto,2014,0,128,right-cabernet,2014,51,0
71,Ruby Seedless,tinto,2014,0,143,nippy-sherry,2014,51,3
71,Ruby Seedless,tinto,2014,0,155,champagne-banylus,2014,8,3
71,Ruby Seedless,tinto,2014,0,187,stern-champagne,2014,51,2
71,Ruby Seedless,tinto,2014,0,257,indulgent-dolcetto,2014,8,1
71,Ruby Seedless,tinto,2014,0,260,wood-noir,2014,51,0
71,Ruby Seedless,tinto,2014,0,265,cold-madeira,2014,51,2
71,Ruby Seedless,tinto,2014,0,280,molten-riesling,2014,8,1
71,Ruby Seedless,tinto,2014,0,289,staff-burgundy,2014,8,2
71,Ruby Seedless,tinto,2014,0,448,gravitational-dolcetto,2014,51,3
74,Flame Seedless,branco,1960,2,21,strong-chinon,1960,74,2
74,Flame Seedless,branco,1960,2,228,coincident-sauvignon,1960,74,3
74,Flame Seedless,branco,1960,2,278,purple-muscat,1960,74,2
74,Flame Seedless,branco,1960,2,338,shy-banylus,1960,74,2
74,Flame Seedless,branco,1960,2,354,coal-zinfandel,1960,74,2
74,Flame Seedless,branco,1960,2,439,dry-bardolino,1960,74,2
74,Flame Seedless,branco,1960,2,466,investor-barbaresco,1960,74,0
74,Flame Seedless,branco,1960,2,469,bitter-chinon,1960,74,1
